Pais,Número Préstamo,Prestamo Completo formula,Prestamo completo valor,Categoría
PAN,01-C-008374,01-C-008374,,B-1
PAN,01-C-008375,01-C-008375,,B-4
PAN,01-C-008380,01-C-008380,,A-1
PAN,01-C-008381,01-C-008381,,B-2
PAN,01-C-008382,01-C-008382,,B-4
PAN,01-C-008383,01-C-008383,,A-1
PAN,01-C-008384,01-C-008384,,B-1
PAN,01-C-008386,01-C-008386,,B-2
PAN,01-C-008387,01-C-008387,,B-4
PAN,01-C-008388,01-C-008388,,A-1
PAN,01-C-008389,01-C-008389,,B-2
PAN,01-C-008392,01-C-008392,,A-1
PAN,01-C-008395,01-C-008395,,B-1
PAN,01-C-008398,01-C-008398,,B-4
PAN,01-C-008399,01-C-008399,,B-1
PAN,01-C-008400,01-C-008400,,B-2
PAN,01-C-008401,01-C-008401,,B-4
PAN,01-C-008402,01-C-008402,,B-1
PAN,01-C-008403,01-C-008403,,B-1
PAN,01-C-008406,01-C-008406,,B-1
PAN,01-C-008407,01-C-008407,,B-1
PAN,01-C-008408,01-C-008408,,B-1
PAN,01-C-008409,01-C-008409,,B-4
PAN,01-C-008410,01-C-008410,,B-1
PAN,01-C-008411,01-C-008411,,B-1
PAN,01-C-008413,01-C-008413,,A-3
PAN,01-C-008414,01-C-008414,,A-1
PAN,01-C-008419,01-C-008419,,B-1
PAN,01-C-008420,01-C-008420,,B-4
PAN,01-C-008423,01-C-008423,,B-1
PAN,01-C-008425,01-C-008425,,B-2
PAN,01-C-008426,01-C-008426,,A-1
PAN,01-C-008433,01-C-008433,,B-4
PAN,01-C-008434,01-C-008434,,B-1
PAN,01-C-008437,01-C-008437,,B-2
PAN,01-C-008438,01-C-008438,,B-2
PAN,01-C-008439,01-C-008439,,A-1
PAN,01-C-008441,01-C-008441,,A-1
PAN,01-C-008442,01-C-008442,,B-1
PAN,01-C-008444,01-C-008444,,A-1
PAN,01-C-008445,01-C-008445,,B-1
PAN,01-C-008447,01-C-008447,,B-1
PAN,01-C-008448,01-C-008448,,B-1
PAN,01-C-008449,01-C-008449,,A-1
PAN,01-C-008452,01-C-008452,,A-1
PAN,01-C-008458,01-C-008458,,B-3
PAN,01-C-008459,01-C-008459,,A-1
PAN,01-C-008460,01-C-008460,,B-1
PAN,01-C-008461,01-C-008461,,B-3
PAN,01-C-008462,01-C-008462,,A-1
PAN,01-C-008463,01-C-008463,,B-2
PAN,01-C-008464,01-C-008464,,B-4
PAN,01-C-008465,01-C-008465,,B-1
PAN,01-C-008466,01-C-008466,,B-4
PAN,01-C-008467,01-C-008467,,B-3
PAN,01-C-008469,01-C-008469,,A-1
PAN,01-C-008470,01-C-008470,,B-4
PAN,01-C-008473,01-C-008473,,B-4
PAN,01-C-008474,01-C-008474,,A-1
PAN,01-C-008475,01-C-008475,,A-1
PAN,01-C-008476,01-C-008476,,B-4
PAN,01-C-008477,01-C-008477,,B-1
PAN,01-C-008479,01-C-008479,,B-3
PAN,01-C-008480,01-C-008480,,A-1
PAN,01-C-008482,01-C-008482,,B-4
PAN,01-C-008486,01-C-008486,,B-4
PAN,01-C-008488,01-C-008488,,A-1
PAN,01-C-008490,01-C-008490,,B-2
PAN,01-C-008494,01-C-008494,,A-1
PAN,01-C-008497,01-C-008497,,A-3
PAN,01-C-008499,01-C-008499,,B-1
PAN,01-C-008500,01-C-008500,,B-2
PAN,01-C-008501,01-C-008501,,B-4
PAN,01-C-008502,01-C-008502,,B-4
PAN,01-C-008503,01-C-008503,,B-1
PAN,01-C-008505,01-C-008505,,B-4
PAN,01-C-008506,01-C-008506,,B-1
PAN,01-C-008509,01-C-008509,,A-1
PAN,01-C-008510,01-C-008510,,B-3
PAN,01-C-008511,01-C-008511,,B-3
PAN,01-C-008512,01-C-008512,,A-1
PAN,01-C-008513,01-C-008513,,B-1
PAN,01-C-008514,01-C-008514,,B-2
PAN,01-C-008517,01-C-008517,,B-1
PAN,01-C-008519,01-C-008519,,B-1
PAN,01-C-008523,01-C-008523,,B-4
PAN,01-C-008524,01-C-008524,,B-2
PAN,01-C-008525,01-C-008525,,B-5
PAN,01-C-008526,01-C-008526,,A-1
PAN,01-C-008527,01-C-008527,,A-1
PAN,01-C-008528,01-C-008528,,B-1
PAN,01-C-008533,01-C-008533,,A-3
PAN,01-C-008534,01-C-008534,,B-1
PAN,01-C-008535,01-C-008535,,A-3
PAN,01-C-008536,01-C-008536,,B-4
PAN,01-C-008537,01-C-008537,,B-2
PAN,01-C-008539,01-C-008539,,A-3
PAN,01-C-008540,01-C-008540,,B-1
PAN,01-C-008543,01-C-008543,,B-1
PAN,01-C-008544,01-C-008544,,B-1
PAN,01-C-008545,01-C-008545,,B-4
PAN,01-C-008550,01-C-008550,,A-1
PAN,01-C-008551,01-C-008551,,B-4
PAN,01-C-008553,01-C-008553,,B-1
PAN,01-C-008555,01-C-008555,,B-1
PAN,01-C-008556,01-C-008556,,B-2
PAN,01-C-008557,01-C-008557,,B-4
PAN,01-C-008558,01-C-008558,,B-2
PAN,01-C-008559,01-C-008559,,A-1
PAN,01-C-008560,01-C-008560,,B-4
PAN,01-C-008561,01-C-008561,,B-4
PAN,01-C-008562,01-C-008562,,B-1
PAN,01-C-008574,01-C-008574,,B-1
PAN,01-C-008577,01-C-008577,,A-3
PAN,01-C-008578,01-C-008578,,B-4
PAN,01-C-008580,01-C-008580,,A-3
PAN,01-C-008581,01-C-008581,,A-1
PAN,01-C-008583,01-C-008583,,B-4
PAN,01-C-008584,01-C-008584,,B-1
PAN,01-C-008590,01-C-008590,,B-1
PAN,01-C-008592,01-C-008592,,A-1
PAN,01-C-008593,01-C-008593,,B-2
PAN,01-C-008594,01-C-008594,,B-1
PAN,01-C-008595,01-C-008595,,A-3
PAN,01-C-008596,01-C-008596,,B-1
PAN,01-C-008597,01-C-008597,,B-2
PAN,01-C-008599,01-C-008599,,B-4
PAN,01-C-008601,01-C-008601,,B-1
PAN,01-C-008602,01-C-008602,,B-4
PAN,01-C-008604,01-C-008604,,A-1
PAN,01-C-008605,01-C-008605,,A-1
PAN,01-C-008606,01-C-008606,,B-2
PAN,01-C-008607,01-C-008607,,B-2
PAN,01-C-008608,01-C-008608,,B-2
PAN,01-C-008609,01-C-008609,,B-3
PAN,01-C-008612,01-C-008612,,B-1
PAN,01-C-008615,01-C-008615,,B-2
PAN,01-C-008616,01-C-008616,,B-1
PAN,01-C-008617,01-C-008617,,A-1
PAN,01-C-008618,01-C-008618,,A-3
PAN,01-C-008619,01-C-008619,,B-1
PAN,01-C-008620,01-C-008620,,B-2
PAN,01-C-008624,01-C-008624,,B-4
PAN,01-C-008626,01-C-008626,,B-4
PAN,01-C-008630,01-C-008630,,B-1
PAN,01-C-008631,01-C-008631,,B-2
PAN,01-C-008632,01-C-008632,,B-4
PAN,01-C-008633,01-C-008633,,A-1
PAN,01-C-008634,01-C-008634,,B-2
PAN,01-C-008638,01-C-008638,,A-1
PAN,01-C-008641,01-C-008641,,B-4
PAN,01-C-008642,01-C-008642,,B-1
PAN,01-C-008645,01-C-008645,,B-4
PAN,01-C-008648,01-C-008648,,B-2
PAN,01-C-008649,01-C-008649,,B-1
PAN,01-C-008650,01-C-008650,,A-1
PAN,01-C-008651,01-C-008651,,B-1
PAN,01-C-008653,01-C-008653,,B-2
PAN,01-C-008656,01-C-008656,,A-1
PAN,01-C-008658,01-C-008658,,B-1
PAN,01-C-008660,01-C-008660,,A-1
PAN,01-C-008661,01-C-008661,,B-1
PAN,01-C-008662,01-C-008662,,A-1
PAN,01-C-008663,01-C-008663,,B-4
PAN,01-C-008665,01-C-008665,,B-1
PAN,01-C-008666,01-C-008666,,B-1
PAN,01-C-008668,01-C-008668,,A-1
PAN,01-C-008669,01-C-008669,,B-1
PAN,01-C-008670,01-C-008670,,B-1
PAN,01-C-008671,01-C-008671,,B-1
PAN,01-C-008672,01-C-008672,,B-1
PAN,01-C-008673,01-C-008673,,A-1
PAN,01-C-008676,01-C-008676,,B-1
PAN,01-C-008678,01-C-008678,,B-4
PAN,01-C-008680,01-C-008680,,A-1
PAN,01-C-008682,01-C-008682,,B-3
PAN,01-C-008683,01-C-008683,,B-1
PAN,01-C-008684,01-C-008684,,B-1
PAN,01-C-008685,01-C-008685,,B-2
PAN,01-C-008686,01-C-008686,,B-1
PAN,01-C-008687,01-C-008687,,A-1
PAN,01-C-008688,01-C-008688,,A-3
PAN,01-C-008690,01-C-008690,,B-3
PAN,01-C-008692,01-C-008692,,A-1
PAN,01-C-008693,01-C-008693,,B-1
PAN,01-C-008694,01-C-008694,,A-1
PAN,01-C-008697,01-C-008697,,B-4
PAN,01-C-008698,01-C-008698,,B-1
PAN,01-C-008699,01-C-008699,,B-3
PAN,01-C-008700,01-C-008700,,B-1
PAN,01-C-008702,01-C-008702,,B-1
PAN,01-C-008703,01-C-008703,,B-1
PAN,01-C-008705,01-C-008705,,A-1
PAN,01-C-008706,01-C-008706,,B-1
PAN,01-C-008708,01-C-008708,,A-1
PAN,01-C-008709,01-C-008709,,B-5
PAN,01-C-008710,01-C-008710,,B-2
PAN,01-C-008711,01-C-008711,,B-1
PAN,01-C-008712,01-C-008712,,B-2
PAN,01-C-008713,01-C-008713,,B-2
PAN,01-C-008714,01-C-008714,,B-2
PAN,01-C-008715,01-C-008715,,B-1
PAN,01-C-008717,01-C-008717,,B-1
PAN,01-C-008718,01-C-008718,,B-2
PAN,01-C-008719,01-C-008719,,B-1
PAN,01-C-008721,01-C-008721,,B-1
PAN,01-C-008725,01-C-008725,,A-1
PAN,01-C-008726,01-C-008726,,A-1
PAN,01-C-008729,01-C-008729,,A-3
PAN,01-C-008730,01-C-008730,,B-1
PAN,01-C-008732,01-C-008732,,B-1
PAN,01-C-008733,01-C-008733,,B-1
PAN,01-C-008735,01-C-008735,,B-4
PAN,01-C-008738,01-C-008738,,B-2
PAN,01-C-008741,01-C-008741,,B-1
PAN,01-C-008742,01-C-008742,,A-1
PAN,01-C-008743,01-C-008743,,A-1
PAN,01-C-008744,01-C-008744,,B-1
PAN,01-C-008746,01-C-008746,,A-1
PAN,01-C-008748,01-C-008748,,A-1
PAN,01-C-008749,01-C-008749,,B-3
PAN,01-C-008750,01-C-008750,,B-1
PAN,01-C-008753,01-C-008753,,A-1
PAN,01-C-008754,01-C-008754,,B-1
PAN,01-C-008757,01-C-008757,,B-1
PAN,01-C-008758,01-C-008758,,A-3
PAN,01-C-008759,01-C-008759,,B-4
PAN,01-C-008761,01-C-008761,,A-1
PAN,01-C-008762,01-C-008762,,B-2
PAN,01-C-008763,01-C-008763,,B-1
PAN,01-C-008764,01-C-008764,,A-1
PAN,01-C-008765,01-C-008765,,B-2
PAN,01-C-008766,01-C-008766,,B-2
PAN,01-C-008767,01-C-008767,,B-1
PAN,01-C-008768,01-C-008768,,B-1
PAN,01-C-008769,01-C-008769,,A-1
PAN,01-C-008770,01-C-008770,,A-1
PAN,01-C-008771,01-C-008771,,B-5
PAN,01-C-008773,01-C-008773,,B-3
PAN,01-C-008775,01-C-008775,,B-1
PAN,01-C-008776,01-C-008776,,A-1
PAN,01-C-008777,01-C-008777,,A-1
PAN,01-C-008779,01-C-008779,,B-2
PAN,01-C-008780,01-C-008780,,B-2
PAN,01-C-008781,01-C-008781,,B-2
PAN,01-C-008782,01-C-008782,,A-1
PAN,01-C-008783,01-C-008783,,B-1
PAN,01-C-008784,01-C-008784,,A-1
PAN,01-C-008795,01-C-008795,,A-1
PAN,01-C-008799,01-C-008799,,B-2
PAN,01-C-008801,01-C-008801,,B-1
PAN,01-C-008802,01-C-008802,,B-3
PAN,01-C-008804,01-C-008804,,B-1
PAN,01-C-008805,01-C-008805,,B-1
PAN,01-C-008806,01-C-008806,,B-1
PAN,01-C-008807,01-C-008807,,B-1
PAN,01-C-008808,01-C-008808,,B-4
PAN,01-C-008809,01-C-008809,,B-3
PAN,01-C-008810,01-C-008810,,B-5
PAN,01-C-008811,01-C-008811,,B-1
PAN,01-C-008812,01-C-008812,,B-1
PAN,01-C-008813,01-C-008813,,A-1
PAN,01-C-008814,01-C-008814,,A-1
PAN,01-C-008816,01-C-008816,,A-1
PAN,01-C-008817,01-C-008817,,A-1
PAN,01-C-008819,01-C-008819,,B-1
PAN,01-C-008820,01-C-008820,,B-1
PAN,01-C-008822,01-C-008822,,B-1
PAN,01-C-008823,01-C-008823,,B-5
PAN,01-C-008824,01-C-008824,,B-1
PAN,01-C-008825,01-C-008825,,B-1
PAN,01-C-008826,01-C-008826,,A-1
PAN,01-C-008827,01-C-008827,,B-2
PAN,01-C-008828,01-C-008828,,A-1
PAN,01-C-008829,01-C-008829,,B-1
PAN,01-C-008831,01-C-008831,,A-1
PAN,01-C-008832,01-C-008832,,B-1
PAN,01-C-008833,01-C-008833,,B-2
PAN,01-C-008834,01-C-008834,,B-1
PAN,01-C-008835,01-C-008835,,B-1
PAN,01-C-008836,01-C-008836,,A-1
PAN,01-C-008837,01-C-008837,,B-1
PAN,01-C-008838,01-C-008838,,B-4
PAN,01-C-008839,01-C-008839,,A-1
PAN,01-C-008841,01-C-008841,,B-1
PAN,01-C-008842,01-C-008842,,B-3
PAN,01-C-008843,01-C-008843,,B-4
PAN,01-C-008844,01-C-008844,,A-3
PAN,01-C-008845,01-C-008845,,B-1
PAN,01-C-008846,01-C-008846,,B-2
PAN,01-C-008847,01-C-008847,,B-1
PAN,01-C-008849,01-C-008849,,A-3
PAN,01-C-008850,01-C-008850,,B-2
PAN,01-C-008852,01-C-008852,,A-1
PAN,01-C-008853,01-C-008853,,B-1
PAN,01-C-008854,01-C-008854,,B-1
PAN,01-C-008855,01-C-008855,,B-4
PAN,01-C-008856,01-C-008856,,B-2
PAN,01-C-008857,01-C-008857,,A-3
PAN,01-C-008860,01-C-008860,,B-1
PAN,01-C-008862,01-C-008862,,B-1
PAN,01-C-008863,01-C-008863,,B-4
PAN,01-C-008865,01-C-008865,,A-1
PAN,01-C-008866,01-C-008866,,B-2
PAN,01-C-008867,01-C-008867,,A-3
PAN,01-C-008868,01-C-008868,,A-1
PAN,01-C-008869,01-C-008869,,A-1
PAN,01-C-008870,01-C-008870,,B-1
PAN,01-C-008871,01-C-008871,,B-2
PAN,01-C-008872,01-C-008872,,B-1
PAN,01-C-008874,01-C-008874,,A-1
PAN,01-C-008875,01-C-008875,,A-1
PAN,01-C-008876,01-C-008876,,A-1
PAN,01-C-008877,01-C-008877,,B-3
PAN,01-C-008879,01-C-008879,,A-3
PAN,01-C-008881,01-C-008881,,B-3
PAN,01-C-008882,01-C-008882,,B-1
PAN,01-C-008883,01-C-008883,,B-1
PAN,01-C-008884,01-C-008884,,A-1
PAN,01-C-008886,01-C-008886,,B-4
PAN,01-C-008887,01-C-008887,,B-1
PAN,01-C-008888,01-C-008888,,B-1
PAN,01-C-008889,01-C-008889,,A-1
PAN,01-C-008890,01-C-008890,,B-1
PAN,01-C-008891,01-C-008891,,B-3
PAN,01-C-008892,01-C-008892,,A-1
PAN,01-C-008893,01-C-008893,,A-1
PAN,01-C-008894,01-C-008894,,B-2
PAN,01-C-008896,01-C-008896,,B-1
PAN,01-C-008897,01-C-008897,,B-1
PAN,01-C-008898,01-C-008898,,A-1
PAN,01-C-008899,01-C-008899,,A-1
PAN,01-C-008900,01-C-008900,,B-1
PAN,01-C-008902,01-C-008902,,B-2
PAN,01-C-008903,01-C-008903,,B-1
PAN,01-C-008904,01-C-008904,,B-1
PAN,01-C-008905,01-C-008905,,B-4
PAN,01-C-008907,01-C-008907,,A-1
PAN,01-C-008908,01-C-008908,,B-3
PAN,01-C-008909,01-C-008909,,B-1
PAN,01-C-008910,01-C-008910,,A-1
PAN,01-C-008911,01-C-008911,,A-1
PAN,01-C-008912,01-C-008912,,B-4
PAN,01-C-008913,01-C-008913,,A-1
PAN,01-C-008915,01-C-008915,,A-1
PAN,01-C-008916,01-C-008916,,B-1
PAN,01-C-008918,01-C-008918,,B-4
PAN,01-C-008919,01-C-008919,,B-1
PAN,01-C-008920,01-C-008920,,B-2
PAN,01-C-008921,01-C-008921,,B-1
PAN,01-C-008922,01-C-008922,,A-1
PAN,01-C-008923,01-C-008923,,B-2
PAN,01-C-008924,01-C-008924,,A-1
PAN,01-C-008925,01-C-008925,,A-1
PAN,01-C-008926,01-C-008926,,A-1
PAN,01-C-008927,01-C-008927,,A-1
PAN,01-C-008929,01-C-008929,,A-1
PAN,01-C-008933,01-C-008933,,B-3
PAN,01-C-008935,01-C-008935,,B-1
PAN,01-C-008937,01-C-008937,,A-1
PAN,01-C-008938,01-C-008938,,B-1
PAN,01-C-008939,01-C-008939,,B-1
PAN,01-C-008941,01-C-008941,,A-1
PAN,01-C-008942,01-C-008942,,B-1
PAN,01-C-008944,01-C-008944,,A-1
PAN,01-C-008945,01-C-008945,,A-1
PAN,01-C-008947,01-C-008947,,B-2
PAN,01-C-008948,01-C-008948,,B-1
PAN,01-C-008949,01-C-008949,,B-3
PAN,01-C-008950,01-C-008950,,B-1
PAN,01-C-008951,01-C-008951,,A-3
PAN,01-C-008952,01-C-008952,,B-1
PAN,01-C-008953,01-C-008953,,A-1
PAN,01-C-008954,01-C-008954,,B-1
PAN,01-C-008955,01-C-008955,,A-1
PAN,01-C-008957,01-C-008957,,B-1
PAN,01-C-008958,01-C-008958,,B-1
PAN,01-C-008959,01-C-008959,,B-2
PAN,01-C-008960,01-C-008960,,B-1
PAN,01-C-008961,01-C-008961,,B-2
PAN,01-C-008962,01-C-008962,,B-5
PAN,01-C-008964,01-C-008964,,A-1
PAN,01-C-008965,01-C-008965,,B-1
PAN,01-C-008966,01-C-008966,,A-1
PAN,01-C-008967,01-C-008967,,A-1
PAN,01-C-008968,01-C-008968,,B-1
PAN,01-C-008969,01-C-008969,,A-1
PAN,01-C-008970,01-C-008970,,B-1
PAN,01-C-008971,01-C-008971,,B-1
PAN,01-C-008972,01-C-008972,,B-1
PAN,01-C-008973,01-C-008973,,B-1
PAN,01-C-008974,01-C-008974,,B-1
PAN,01-C-008975,01-C-008975,,B-1
PAN,01-C-008976,01-C-008976,,B-1
PAN,01-C-008977,01-C-008977,,B-4
PAN,01-C-008978,01-C-008978,,A-1
PAN,01-C-008979,01-C-008979,,A-1
PAN,01-C-008980,01-C-008980,,A-1
PAN,01-C-008981,01-C-008981,,B-1
PAN,01-C-008982,01-C-008982,,B-1
PAN,01-C-008983,01-C-008983,,B-2
PAN,01-C-008984,01-C-008984,,B-1
PAN,01-C-008985,01-C-008985,,B-2
PAN,01-C-008986,01-C-008986,,B-1
PAN,01-C-008987,01-C-008987,,B-1
PAN,01-C-008988,01-C-008988,,B-1
PAN,01-C-008989,01-C-008989,,B-1
PAN,01-C-008991,01-C-008991,,B-2
PAN,01-C-008992,01-C-008992,,B-1
PAN,01-C-008993,01-C-008993,,B-5
PAN,01-C-008994,01-C-008994,,B-1
PAN,01-C-008995,01-C-008995,,B-1
PAN,01-C-008996,01-C-008996,,B-1
PAN,01-C-008997,01-C-008997,,A-1
PAN,01-C-008998,01-C-008998,,A-1
PAN,01-C-008999,01-C-008999,,B-2
PAN,01-C-009000,01-C-009000,,B-1
PAN,01-C-009001,01-C-009001,,B-1
PAN,01-C-009002,01-C-009002,,B-1
PAN,01-C-009003,01-C-009003,,A-1
PAN,01-C-009004,01-C-009004,,A-3
PAN,01-C-009005,01-C-009005,,A-1
PAN,01-C-009007,01-C-009007,,B-1
PAN,01-C-009008,01-C-009008,,B-1
PAN,01-C-009009,01-C-009009,,B-1
PAN,01-C-009010,01-C-009010,,B-1
PAN,01-C-009011,01-C-009011,,A-1
PAN,01-C-009013,01-C-009013,,B-1
PAN,01-C-009014,01-C-009014,,B-4
PAN,01-C-009016,01-C-009016,,B-1
PAN,01-C-009017,01-C-009017,,A-1
PAN,01-C-009018,01-C-009018,,B-3
PAN,01-C-009019,01-C-009019,,B-5
PAN,01-C-009020,01-C-009020,,A-1
PAN,01-C-009021,01-C-009021,,B-4
PAN,01-C-009022,01-C-009022,,B-2
PAN,01-C-009023,01-C-009023,,A-1
PAN,01-C-009025,01-C-009025,,B-1
PAN,01-C-009026,01-C-009026,,B-2
PAN,01-C-009027,01-C-009027,,B-1
PAN,01-C-009029,01-C-009029,,B-4
PAN,01-C-009030,01-C-009030,,B-4
PAN,01-C-009031,01-C-009031,,B-1
PAN,01-C-009032,01-C-009032,,B-1
PAN,01-C-009033,01-C-009033,,A-3
PAN,01-C-009036,01-C-009036,,A-1
PAN,01-C-009038,01-C-009038,,B-1
PAN,01-C-009039,01-C-009039,,A-1
PAN,01-C-009040,01-C-009040,,B-3
PAN,01-C-009041,01-C-009041,,B-1
PAN,01-C-009042,01-C-009042,,B-1
PAN,01-C-009043,01-C-009043,,B-2
PAN,01-C-009044,01-C-009044,,B-3
PAN,01-C-009045,01-C-009045,,B-1
PAN,01-C-009046,01-C-009046,,B-1
PAN,01-C-009047,01-C-009047,,A-1
PAN,01-C-009048,01-C-009048,,B-2
PAN,01-C-009049,01-C-009049,,B-4
PAN,01-C-009050,01-C-009050,,B-1
PAN,01-C-009051,01-C-009051,,B-1
PAN,01-C-009052,01-C-009052,,A-1
PAN,01-C-009053,01-C-009053,,A-1
PAN,01-C-009054,01-C-009054,,B-1
PAN,01-C-009055,01-C-009055,,B-2
PAN,01-C-009056,01-C-009056,,B-1
PAN,01-C-009057,01-C-009057,,B-1
PAN,01-C-009058,01-C-009058,,A-1
PAN,01-C-009059,01-C-009059,,B-1
PAN,01-C-009060,01-C-009060,,B-1
PAN,01-C-009061,01-C-009061,,B-4
PAN,01-C-009062,01-C-009062,,A-1
PAN,01-C-009063,01-C-009063,,B-3
PAN,01-C-009064,01-C-009064,,A-1
PAN,01-C-009065,01-C-009065,,B-1
PAN,01-C-009066,01-C-009066,,A-1
PAN,01-C-009067,01-C-009067,,B-1
PAN,01-C-009068,01-C-009068,,A-1
PAN,01-C-009070,01-C-009070,,B-4
PAN,01-C-009071,01-C-009071,,B-1
PAN,01-C-009072,01-C-009072,,B-1
PAN,01-C-009073,01-C-009073,,B-2
PAN,01-C-009074,01-C-009074,,B-2
PAN,01-C-009075,01-C-009075,,B-5
PAN,01-C-009076,01-C-009076,,B-1
PAN,01-C-009077,01-C-009077,,B-1
PAN,01-C-009078,01-C-009078,,A-1
PAN,01-C-009079,01-C-009079,,B-4
PAN,01-C-009080,01-C-009080,,B-1
PAN,01-C-009081,01-C-009081,,B-1
PAN,01-C-009082,01-C-009082,,B-1
PAN,01-C-009083,01-C-009083,,B-1
PAN,01-C-009084,01-C-009084,,A-1
PAN,01-C-009086,01-C-009086,,B-2
PAN,01-C-009087,01-C-009087,,A-1
PAN,01-C-009088,01-C-009088,,B-2
PAN,01-C-009089,01-C-009089,,A-1
PAN,01-C-009091,01-C-009091,,B-2
PAN,01-C-009092,01-C-009092,,A-3
PAN,01-C-009093,01-C-009093,,B-1
PAN,01-C-009094,01-C-009094,,B-1
PAN,01-C-009095,01-C-009095,,B-1
PAN,01-C-009096,01-C-009096,,A-1
PAN,01-C-009097,01-C-009097,,A-1
PAN,01-C-009098,01-C-009098,,B-1
PAN,01-C-009099,01-C-009099,,B-1
PAN,01-C-009102,01-C-009102,,B-4
PAN,01-C-009103,01-C-009103,,B-1
PAN,01-C-009104,01-C-009104,,B-1
PAN,01-C-009105,01-C-009105,,B-1
PAN,01-C-009106,01-C-009106,,A-1
PAN,01-C-009107,01-C-009107,,B-2
PAN,01-C-009108,01-C-009108,,B-5
PAN,01-C-009109,01-C-009109,,A-1
PAN,01-C-009110,01-C-009110,,B-1
PAN,01-C-009111,01-C-009111,,B-1
PAN,01-C-009112,01-C-009112,,B-1
PAN,01-C-009113,01-C-009113,,B-2
PAN,01-C-009114,01-C-009114,,B-1
PAN,01-C-009115,01-C-009115,,B-1
PAN,01-C-009116,01-C-009116,,B-2
PAN,01-C-009117,01-C-009117,,A-1
PAN,01-C-009118,01-C-009118,,B-2
PAN,01-C-009119,01-C-009119,,B-1
PAN,01-C-009120,01-C-009120,,B-1
PAN,01-C-009122,01-C-009122,,A-1
PAN,01-C-009124,01-C-009124,,A-1
PAN,01-C-009125,01-C-009125,,A-1
PAN,01-C-009126,01-C-009126,,B-3
PAN,01-C-009127,01-C-009127,,B-1
PAN,01-C-009128,01-C-009128,,B-2
PAN,01-C-009129,01-C-009129,,B-1
PAN,01-C-009130,01-C-009130,,B-1
PAN,01-C-009131,01-C-009131,,B-1
PAN,01-C-009132,01-C-009132,,B-2
PAN,01-C-009134,01-C-009134,,B-2
PAN,01-C-009135,01-C-009135,,A-1
PAN,01-C-009136,01-C-009136,,A-1
PAN,01-C-009137,01-C-009137,,B-1
PAN,01-C-009138,01-C-009138,,B-2
PAN,01-C-009140,01-C-009140,,A-1
PAN,01-C-009141,01-C-009141,,B-1
PAN,01-C-009142,01-C-009142,,B-3
PAN,01-C-009192,01-C-009192,,A-1
PAN,01-C-009193,01-C-009193,,A-1
PAN,01-C-009194,01-C-009194,,A-1
PAN,01-C-009197,01-C-009197,,B-4
PAN,01-C-009198,01-C-009198,,B-1
PAN,01-C-009199,01-C-009199,,A-1
PAN,01-C-009200,01-C-009200,,B-1
PAN,01-C-009201,01-C-009201,,B-3
PAN,01-C-009202,01-C-009202,,A-1
PAN,01-C-009203,01-C-009203,,A-1
PAN,01-C-009205,01-C-009205,,B-3
PAN,01-C-009206,01-C-009206,,B-1
PAN,01-C-009208,01-C-009208,,B-2
PAN,01-C-009209,01-C-009209,,B-2
PAN,01-C-009210,01-C-009210,,B-1
PAN,01-C-009211,01-C-009211,,A-1
PAN,01-C-009213,01-C-009213,,A-1
PAN,01-C-009214,01-C-009214,,B-1
PAN,01-C-009215,01-C-009215,,A-1
PAN,01-C-009217,01-C-009217,,B-1
PAN,01-C-009218,01-C-009218,,A-1
PAN,01-C-009219,01-C-009219,,A-1
PAN,01-C-009221,01-C-009221,,A-1
PAN,01-C-009222,01-C-009222,,A-1
PAN,01-C-009223,01-C-009223,,A-3
PAN,01-C-009224,01-C-009224,,B-2
PAN,01-C-009225,01-C-009225,,B-1
PAN,01-C-009226,01-C-009226,,B-4
PAN,01-C-009227,01-C-009227,,A-1
PAN,01-C-009228,01-C-009228,,B-1
PAN,01-C-009229,01-C-009229,,B-1
PAN,01-C-009233,01-C-009233,,B-4
PAN,01-C-009234,01-C-009234,,A-1
PAN,01-C-009236,01-C-009236,,A-1
PAN,01-C-009238,01-C-009238,,B-2
PAN,01-C-009239,01-C-009239,,A-1
PAN,01-C-009240,01-C-009240,,A-1
PAN,01-C-009241,01-C-009241,,B-3
PAN,01-C-009243,01-C-009243,,A-1
PAN,01-C-009244,01-C-009244,,A-1
PAN,01-C-009247,01-C-009247,,A-1
PAN,01-C-009250,01-C-009250,,A-1
PAN,01-C-009254,01-C-009254,,A-1
PAN,01-C-009258,01-C-009258,,A-1
PAN,01-C-091224,01-C-091224,,B-1
PAN,01-P-000003,01-P-000003,,B-2
PAN,01-P-000012,01-P-000012,,B-4
PAN,01-P-000023,01-P-000023,,B-2
PAN,01-P-000026,01-P-000026,,A-1
PAN,01-P-000029,01-P-000029,,B-2
PAN,01-P-000032,01-P-000032,,A-1
PAN,01-P-000037,01-P-000037,,A-1
PAN,01-P-000040,01-P-000040,,B-1
PAN,01-P-000043,01-P-000043,,A-1
PAN,01-P-000062,01-P-000062,,A-1
PAN,01-P-000063,01-P-000063,,B-4
PAN,01-P-000070,01-P-000070,,B-4
PAN,01-P-000075,01-P-000075,,A-1
PAN,01-P-000081,01-P-000081,,A-1
PAN,01-P-000084,01-P-000084,,B-1
PAN,01-P-000085,01-P-000085,,B-1
PAN,01-P-000086,01-P-000086,,A-1
PAN,01-P-000087,01-P-000087,,B-4
PAN,01-P-000092,01-P-000092,,B-2
PAN,01-P-000100,01-P-000100,,A-1
